"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NPECUCK7","journalArticle","2003","Beauchaine, TP","Taxometrics and developmental psychopathology","DEVELOPMENT AND PSYCHOPATHOLOGY","","0954-5794","10.1017/S0954579403000270","","","2003","2025-04-20 13:39:13","2025-04-20 16:29:49","","501-527","","3","15","","","","","","","","","","","","","","WOS:000185309300002","","","","","","http://www.ncbi.nlm.nih.gov/pubmed/14582930","","Algorithms; Attention Deficit Disorder with Hyperactivity; Child; Cluster Analysis; Diagnostic and Statistical Manual of Mental Disorders; Environment; Humans; Personality Development; Personality Disorders; Psychology, Child; Risk Factors; Sampling Studies; Schizophrenia; Schizophrenic Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BK7BPS3Y","journalArticle","2018","Stevens, MC; Pearlson, GD; Calhoun, VD; Bessette, KL","Functional Neuroimaging Evidence for Distinct Neurobiological Pathways in Attention-Deficit/Hyperactivity Disorder","BIOLOGICAL PSYCHIATRY-COGNITIVE NEUROSCIENCE AND NEUROIMAGING","","2451-9022","10.1016/j.bpsc.2017.09.005","","","2018-08","2025-04-20 13:39:13","2025-04-20 16:29:51","","675-685","","8","3","","","","","","","","","","","","","","WOS:000494352300005","","","","","/Users/tita/Zotero/storage/NWKWB6FM/Stevens et al. - 2018 - Functional Neuroimaging Evidence for Distinct Neurobiological Pathways in Attention-DeficitHyperact.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/30092917","","ADHD; Adolescent; Attention Deficit Disorder with Hyperactivity; Child; Cognitive Dysfunction; Executive Function; Female; fMRI; Functional Neuroimaging; Humans; Inhibition; Inhibition, Psychological; Magnetic Resonance Imaging; Male; Pathway; Psychomotor Performance; Reward; Subgroup","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9CFXZRHP","journalArticle","2008","Ingram, DG; Takahashi, TN; Miles, JH","Defining autism subgroups: A taxometric solution","JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS","","0162-3257","10.1007/s10803-007-0469-y","","","2008-05","2025-04-20 13:39:13","2025-04-20 16:29:52","","950-960","","5","38","","","","","","","","","","","","","","WOS:000255412700015","","","","","","http://www.ncbi.nlm.nih.gov/pubmed/17985224","30; 40; Autism Spectrum Disorders; Behavior; Childhood (birth-12 yrs); Phenotypes; Physical Development","Autistic Disorder; Diagnosis, Differential; Female; Humans; Male; Observer Variation; Surveys and Questionnaires","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HU9LFE4P","journalArticle","2013","Barry, TD; Marcus, DK; Barry, CT; Coccaro, EF","The latent structure of oppositional defiant disorder in children and adults","JOURNAL OF PSYCHIATRIC RESEARCH","","0022-3956","10.1016/j.jpsychires.2013.08.016","","","2013-12","2025-04-20 13:39:13","2025-04-20 16:29:47","","1932-1939","","12","47","","","","","","","","","","","","","","WOS:000327110300014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMPEYTVK","journalArticle","2023","Deserno, MK; Bathelt, J; Groenman, AP; Geurts, HM","Probing the overarching continuum theory: data-driven phenotypic clustering of children with ASD or ADHD","EUROPEAN CHILD & ADOLESCENT PSYCHIATRY","","1018-8827","10.1007/s00787-022-01986-9","","","2023-10","2025-04-20 13:39:13","2025-04-20 16:29:50","","1909-1923","","10","32","","","","","","","","","","","","","","WOS:000809297000001","","","","","/Users/tita/Zotero/storage/FN8FJ52U/Deserno et al. - 2023 - Probing the overarching continuum theory data-driven phenotypic clustering of children with ASD or.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/35687205","","ADHD; Attention Deficit Disorder with Hyperactivity; Autism; Autism Spectrum Disorder; Child; Data-driven clustering; Humans; Neurodevelopmental Disorders; Overarching continuum theory; Phenotype; Psychiatric nosology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHA9ZJED","journalArticle","2023","Frazier, TW; Chetcuti, L; Al-Shaban, FA; Haslam, N; Ghazal, I; Klingemier, EW; Aldosari, M; Whitehouse, AJO; Youngstrom, EA; Hardan, AY; Uljarevic, M","Categorical versus dimensional structure of autism spectrum disorder: A multi-method investigation","JCPP ADVANCES","","2692-9384","10.1002/jcv2.12142","","","2023-06","2025-04-20 13:39:13","2025-04-20 16:29:52","","","","2","3","","","","","","","","","","","","","","WOS:001283278400015","","","","","/Users/tita/Zotero/storage/DHYHEFDF/Frazier et al. - 2023 - Categorical versus dimensional structure of autism spectrum disorder A multi-method investigation.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/37753161","","autism; categorical; dimensional; latent; taxometric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y8RJD6VW","journalArticle","2017","Herpers, PCM; Klip, H; Rommelse, NNJ; Taylor, MJ; Greven, CU; Buitelaar, JK","Taxometric analyses and predictive accuracy of callous-unemotional traits regarding quality of life and behavior problems in non-conduct disorder diagnoses","PSYCHIATRY RESEARCH","","0165-1781","10.1016/j.psychres.2017.04.004","","","2017-07","2025-04-20 13:39:13","2025-04-20 16:29:49","","351-359","","","253","","","","","","","","","","","","","","WOS:000403739100052","","","","","; /Users/tita/Zotero/storage/HYZFP8NI/Herpers et al. - 2017 - Taxometric analyses and predictive accuracy of callous-unemotional traits regarding quality of life.pdf","http://www.ncbi.nlm.nih.gov/pubmed/28427034","30; 40; Adolescence (13-17 yrs); Affective Disorders; Anxiety; Callous-Unemotional Traits; Childhood (birth-12 yrs); Conduct Disorder; School Age (6-12 yrs); Symptoms","ADHD; Adolescent; Anxiety/mood disorders; Autism; Callous-unemotional traits; Child; Conduct disorder; Emotions; Humans; Male; Oppositional-defiant disorder; Parents; Personality; Personality Inventory; Predictive Value of Tests; Problem Behavior; Quality of life; Quality of Life; Reference Values; ROC Curve; Taxon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SU6ILGSM","journalArticle","2010","Frazier, TW; Youngstrom, EA; Sinclair, L; Kubu, CS; Law, P; Rezai, A; Constantino, JN; Eng, C","Autism Spectrum Disorders as a Qualitatively Distinct Category From Typical Behavior in a Large, Clinically Ascertained Sample","ASSESSMENT","","1073-1911","10.1177/1073191109356534","","","2010-09","2025-04-20 13:39:13","2025-04-20 16:29:52","","308-320","","3","17","","","","","","","","","","","","","","WOS:000280610400003","","","","","","http://www.ncbi.nlm.nih.gov/pubmed/20040725","30; 40; Autism Spectrum Disorders; Behavior; Diagnosis; Diagnostic and Statistical Manual; Early Intervention; Family","Caregivers; Child; Child Development Disorders, Pervasive; Classification; Databases, Factual; Diagnostic and Statistical Manual of Mental Disorders; Family Relations; Female; Humans; Interview, Psychological; Male; Models, Psychological; Monte Carlo Method; Psychometrics; Qualitative Research; Registries; Statistics as Topic; Surveys and Questionnaires; Time Factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGRVTDGX","journalArticle","2016","James, RJE; Dubey, I; Smith, D; Ropar, D; Tunney, RJ","The Latent Structure of Autistic Traits: A Taxometric, Latent Class and Latent Profile Analysis of the Adult Autism Spectrum Quotient","JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS","","0162-3257","10.1007/s10803-016-2897-z","","","2016-12","2025-04-20 13:39:13","2025-04-20 16:29:48","","3712-3728","","12","46","","","","","","","","","","","","","","WOS:000388621400008","","","","","/Users/tita/Zotero/storage/TWBYYKS9/James et al. - 2016 - The Latent Structure of Autistic Traits A Taxometric, Latent Class and Latent Profile Analysis of t.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/27620625","30; 40; Adolescence (13-17 yrs); Adulthood (18 yrs &amp; Aged (65 yrs &amp; Autism Spectrum Disorders; Latent Class Analysis; Latent Profile Analysis; Measurement; Middle Age (40-64 yrs); older); Psychometrics; Taxonomies; Thirties (30-39 yrs); Young Adulthood (18-29 yrs)","Adolescent; Adult; Aged; Autism quotient; Autism Spectrum Disorder; Autistic traits; Female; Humans; Latent class analysis; Latent structure analysis; Male; Middle Aged; Models, Psychological; Nosology; Surveys and Questionnaires; Taxometric analysis; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4X5MVW6R","journalArticle","2020","Haslam, N; McGrath, MJ; Viechtbauer, W; Kuppens, P","Dimensions over categories: a meta-analysis of taxometric research","PSYCHOLOGICAL MEDICINE","","0033-2917","10.1017/S003329172000183X","","","2020-07","2025-04-20 13:39:13","2025-04-20 16:29:51","","1418-1432","","9","50","","","","","","","","","","","","","","WOS:000553814400002","","","","","/Users/tita/Zotero/storage/HWG7AU3E/Haslam et al. - 2020 - Dimensions over categories a meta-analysis of taxometric research.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/32493520","Alcohol Use Disorder; Autism Spectrum Disorders; Explosive Disorder; Gambling Disorder; Individual Differences; Models; Pedophilia; Personality; Psychopathology; Suicide; Taxonomies","Category; classification; dimension; Humans; Mental Disorders; Personality Assessment; Personality Disorders; Research Design; taxometric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z9CPXSU9","journalArticle","2012","Haslam, N; Holland, E; Kuppens, P","Categories versus dimensions in personality and psychopathology: a quantitative review of taxometric research","PSYCHOLOGICAL MEDICINE","","0033-2917","10.1017/S0033291711001966","","","2012-05","2025-04-20 13:39:13","2025-04-20 16:29:52","","903-920","","5","42","","","","","","","","","","","","","","WOS:000302379800003","","","","","","http://www.ncbi.nlm.nih.gov/pubmed/21939592","","Humans; Mental Disorders; Personality; Personality Assessment; Personality Disorders; Psychopathology; Research Design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCT5A6DS","journalArticle","2008","Munson, J; Dawson, G; Sterling, L; Beauchaine, T; Zhou, A; Koehler, E; Lord, C; Rogers, S; Sigman, M; Estes, A; Abbott, R","Evidence for Latent Classes of IQ in Young Children With Autism Spectrum Disorder","AMERICAN JOURNAL ON MENTAL RETARDATION","","0895-8017","10.1352/2008.113:439-452","","","2008-11","2025-04-20 13:39:13","2025-04-20 16:29:51","","439-452","","6","113","","","","","","","","","","","","","","WOS:000260551000003","","","","","/Users/tita/Zotero/storage/7CQZND6V/Munson et al. - 2008 - Evidence for latent classes of IQ in young children with autism spectrum disorder.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/19127655","30; 40; Adulthood (18 yrs &amp; Aged (65 yrs &amp; Autism Spectrum Disorders; Intelligence Quotient; Middle Age (40-64 yrs); older); Subtypes (Disorders); Thirties (30-39 yrs); Young Adulthood (18-29 yrs)","Adult; Autistic Disorder; Cognition Disorders; Female; Humans; Intelligence; Male; Neuropsychological Tests; Nonverbal Communication; Severity of Illness Index; Verbal Behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XWU3UUXM","journalArticle","1999","Verhoeff, NPLG; Soares, JC; D'Souza, CD; Gil, R; Degen, K; Abi-Dargham, A; Zoghbi, SS; Fujita, M; Rajeevan, N; Seibyl, JP; Krystal, JH; van Dyck, CH; Charney, DS; Innis, RB","[123I]Iomazenil SPECT benzodiazepine receptor imaging in schizophrenia","PSYCHIATRY RESEARCH-NEUROIMAGING","","0925-4927","10.1016/S0925-4927(99)00027-X","","","1999-10-11","2025-04-20 13:39:13","2025-04-20 16:29:53","","163-173","","3","91","","","","","","","","","","","","","","WOS:000083653500004","","","","","","http://www.ncbi.nlm.nih.gov/pubmed/10641580","","Adult; Brain; Brain Mapping; Cerebral Cortex; Dominance, Cerebral; Female; Flumazenil; Frontal Lobe; Humans; Iodine Radioisotopes; Male; Middle Aged; Psychiatric Status Rating Scales; Receptors, GABA-A; Schizophrenia; Tomography, Emission-Computed, Single-Photon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85YXD62P","journalArticle","1987","GOLDEN, RR; CAMPBELL, M; PERRY, R","A TAXOMETRIC METHOD FOR DIAGNOSIS OF TARDIVE-DYSKINESIA","JOURNAL OF PSYCHIATRIC RESEARCH","","0022-3956","10.1016/0022-3956(87)90024-0","","","1987","2025-04-20 13:39:13","2025-04-20 16:29:53","","233-241","","3","21","","","","","","","","","","","","","","WOS:A1987K701100003","","","","","","http://www.ncbi.nlm.nih.gov/pubmed/2890764","Autism Spectrum Disorders; Childhood (birth-12 yrs); Haloperidol; Preschool Age (2-5 yrs); Psychodiagnosis; School Age (6-12 yrs); Statistical Analysis; Tardive Dyskinesia; Taxonomies","Antipsychotic Agents; Autistic Disorder; Child; Child, Preschool; Dyskinesia, Drug-Induced; Humans; Mathematics; Models, Theoretical","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZRUMYTS","journalArticle","1989","Meehl, P. E.","Schizotaxia revisited","Archives of General Psychiatry","","0003-990X","10.1001/archpsyc.1989.01810100077015","","A conjectured neural integrative defect (schizotaxia), due to a dominant schizogene completely penetrant for a parametric aberration in synaptic signal selectivity (hypokrisia), gives rise under ordinary social learning regimens to schizotypy, a personality showing ambivalence, aversive drift, dereism, autism, and cognitive slippage. Given unfavorable polygenic potentiators (eg, introversion, hypohedonia, and anxiety) and adverse life experiences (eg, childhood trauma or adult misfortune), around 10% develop schizophrenia. That schizophrenia is basically a neurologic disorder does not contradict whatever is known about its psychodynamics, nor preclude efficacy for psychotherapy or other psychosocial interventions. Research should concentrate on soft neurology and psychophysiology as indicators, being closer in the causal chain to the schizogene than psychometric, social, or high-level cognitive processes. Taxometric statistics are appropriate to testing a major locus model not simplistically formulated.","1989-10","2025-04-20 13:41:03","2025-04-20 16:29:49","","935-944","","10","46","","Arch Gen Psychiatry","","","","","","","","eng","","","","","PubMed","","PMID: 2552952","","","http://www.ncbi.nlm.nih.gov/pubmed/2552952","","Central Nervous System; Central Nervous System Diseases; Female; Gene Expression; Genes; Humans; Male; Models, Genetic; Models, Neurological; Schizophrenia; Schizotypal Personality Disorder; Synaptic Transmission; Terminology as Topic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8J42GDP","journalArticle","2010","Walters, G.D.; Ronen, T.; Rosenbaum, M.","The Latent Structure of Childhood Aggression: A Taxometric Analysis of Self-Reported and Teacher-Rated Aggression in Israeli Schoolchildren","Psychological Assessment","","","10.1037/a0019779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956721396&doi=10.1037%2fa0019779&partnerID=40&md5=2f5390a67ec3983880d8360404dce56e","","2010","2025-04-20 16:13:38","2025-04-20 16:13:38","","628-637","","3","22","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6NQCYSD","journalArticle","2007","Haslam, N.","The latent structure of mental disorders: A taxometric update on the categorical vs dimensional debate","Current Psychiatry Reviews","","","10.2174/157340007781369685","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548297021&doi=10.2174%2f157340007781369685&partnerID=40&md5=c743d4ff0d3dc5c93175ac5601dfc7e0","","2007","2025-04-20 16:13:38","2025-04-20 16:29:47","","172-177","","3","3","","","","","","","","","","","","","Scopus","","","","","","","","Attention Deficit Disorder with Hyperactivity; Major Depression; Mental Disorders; Posttraumatic Stress Disorder; Schizophrenia; Statistical Analysis; Subtypes (Disorders); Taxonomies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8T7MQXKS","journalArticle","2018","Kliem, S.; Heinrichs, N.; Lohmann, A.; Bussing, R.; Schwarzer, G.; Briegel, W.","Dimensional Latent Structure of Early Disruptive Behavior Disorders: A Taxometric Analysis in Preschoolers","Journal of Abnormal Child Psychology","","","10.1007/s10802-017-0383-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038072195&doi=10.1007%2fs10802-017-0383-5&partnerID=40&md5=afe20e41431b61dafa1f66bb8f55ea87","","2018","2025-04-20 16:13:38","2025-04-20 16:13:38","","1385-1394","","7","46","","","","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XVC9NU9K","journalArticle","2007","Pineda, D.A.; Aguirre-Acevedo, D.C.; Lopera, F.; Pineda, D.A.; Arcos-Burgos, M.","Cluster taxometry of attention deficit/hyperactivity disorder with latent class and correspondence analysis","Universitas Psychologica","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42149188877&partnerID=40&md5=dbc49eb31779e32fe25abc595aef8ac2","","2007","2025-04-20 16:13:38","2025-04-20 16:13:38","","409-423","","2","6","","","Taxometría de conglomerados del trastorno por déficit de atención/hiperactividad con análisis de clases latentes y de correspondencias","","","","","","","","","","Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
